0,0,4.14220558530341,"1/1/1"
0,1200,4.57907918409372,"1/1/2"
1200,0,4.9349442153698,"1/2/2"
1200,702,5.09304501008923,"1/2/3"
1200,1200,5.18528014235984,"1/2/4"
0,702,5.26203376869586,"2/2/3"
702,0,5.40867170324681,"2/3/3"
0,498,5.48068948166895,"3/3/4"
0,885,5.4842142962263,"3/3/5"
702,498,5.49239477478367,"2/3/4"
702,884,5.52995258789237,"2/3/5"
1200,386,5.55168457113524,"2/4/5"
0,969,5.55778675009116,"4/4/7"
498,0,5.56584973896639,"3/4/4"
0,386,5.57148979327836,"4/4/5"
1200,969,5.57178690633689,"2/4/7"
702,1200,5.5722703481682,"2/3/6"
0,1018,5.5807884439209,"5/5/9"
0,1050,5.59833373811701,"6/6/11"
0,814,5.59947639761605,"5/5/8"
0,583,5.61174354798278,"5/5/7"
0,315,5.62953459046967,"5/5/6"
884,0,5.63309389924453,"3/5/5"
386,0,5.63852898352864,"4/5/5"
498,386,5.644596044954,"3/4/5"
0,618,5.64649871772502,"7/7/10"
0,267,5.64678254884359,"6/6/7"
498,702,5.65627309155413,"3/4/6"
0,437,5.65708128254512,"7/7/9"
1200,1050,5.66936820213406,"3/6/11"
0,232,5.67014873835131,"7/7/8"
498,969,5.67319637914204,"3/4/7"
315,0,5.67406396409566,"5/6/6"
884,316,5.67434066427587,"3/5/6"
1200,498,5.67443041718277,"3/6/8"
1200,884,5.67568752945136,"3/6/10"
0,200,5.68122653297265,"8/8/9"
1200,267,5.68260935602977,"3/6/7"
267,0,5.6909237206614,"6/7/7"
498,1200,5.70052280138497,"3/4/8"
1200,1089,5.70084003504735,"4/8/15"
884,814,5.70312328804253,"3/5/8"
969,0,5.70657888965379,"4/7/7"
231,0,5.7094724973532,"7/8/8"
206,0,5.71022946136194,"8/9/9"
582,0,5.71185656000748,"5/7/7"
884,583,5.71394249717616,"3/5/7"
1200,841,5.71669305181625,"4/8/13"
1200,552,5.72126591891302,"4/8/11"
386,316,5.72389545300543,"4/5/6"
434,0,5.72692811426648,"7/9/9"
884,1018,5.72733369723823,"3/5/9"
1200,205,5.72959870395631,"4/8/9"
814,0,5.73001554786095,"5/8/8"
386,1018,5.73168081899217,"4/5/9"
969,231,5.73462306384004,"4/7/8"
386,814,5.73477995412945,"4/5/8"
387,582,5.73785917738616,"4/5/7"
884,1200,5.74167917487703,"3/5/10"
1200,453,5.74459885536057,"5/10/13"
623,0,5.74581314260191,"7/10/10"
1017,0,5.74742522084343,"5/9/9"
702,267,5.75292750303111,"4/6/7"
1200,317,5.75322483875607,"5/10/12"
386,1200,5.7568917591504,"4/5/10"
776,0,5.75709378248981,"7/11/11"
1050,0,5.75976231833762,"6/11/11"
1200,162,5.7600520009586,"5/10/11"
317,1049,5.76079397784862,"5/6/11"
814,386,5.76333967041564,"5/8/10"
315,267,5.76344248520395,"5/6/7"
1017,183,5.76414254536984,"5/9/10"
968,783,5.76536096430359,"4/7/11"
583,617,5.76714123844253,"5/7/10"
583,933,5.76766044258557,"5/7/12"
317,883,5.77022035798405,"5/6/10"
702,702,5.77289183012587,"4/6/9"
813,841,5.78137964746454,"5/8/13"
316,498,5.78166242665055,"5/6/8"
702,1049,5.78477707222321,"4/6/11"
264,1073,5.78597618542621,"6/7/13"
969,617,5.78641468097968,"4/7/10"
1020,764,5.7867051315968,"5/9/14"
969,435,5.78677062858604,"4/7/9"
583,231,5.78753224884747,"5/7/8"
583,435,5.78755978777261,"5/7/9"
969,933,5.78763390887361,"4/7/12"
316,702,5.78808157424753,"5/6/9"
267,232,5.78927676260183,"6/7/8"
223,1092,5.78929111640322,"7/8/15"
221,1093,5.78932984996687,"7/8/15"
316,1200,5.79064065613878,"5/6/12"
267,933,5.7960600306764,"6/7/12"
969,1200,5.79731600209056,"4/7/14"
813,204,5.80082604344629,"5/8/9"
431,998,5.80298957378576,"7/9/16"
230,970,5.80315326077536,"7/8/14"
814,551,5.80456098205396,"5/8/11"
164,1120,5.80461300863521,"10/11/21"
438,762,5.80505704166097,"7/9/14"
583,782,5.80542843429151,"5/7/11"
968,1072,5.80590539676749,"4/7/13"
267,435,5.80716153948301,"6/7/9"
583,1200,5.80867426163709,"5/7/14"
1019,883,5.81015380990212,"5/9/15"
265,1200,5.8107591867114,"6/7/14"
267,617,5.81108132781218,"6/7/10"
231,204,5.81110072571432,"7/8/9"
267,782,5.81291470744853,"6/7/11"
582,1072,5.81429740249384,"5/7/13"
815,1087,5.81503771829122,"5/8/15"
499,204,5.81548256574061,"6/8/9"
435,347,5.81712995853948,"7/9/11"
204,183,5.81762223686371,"8/9/10"
813,1200,5.81808149676637,"5/8/16"
1018,637,5.81934708285885,"5/9/13"
813,702,5.81996356752168,"5/8/12"
229,1200,5.82166377643395,"7/8/16"
1018,347,5.82214421580256,"5/9/11"
702,348,5.82256636866562,"6/9/11"
702,182,5.82390043375331,"6/9/10"
1051,851,5.82496997971825,"6/11/18"
230,552,5.82547889646925,"7/8/11"
814,969,5.82606006410838,"5/8/14"
172,1200,5.82639432876895,"9/10/20"
180,163,5.82644635636765,"9/10/11"
1019,497,5.82677193453124,"5/9/12"
160,146,5.82769215334464,"10/11/12"
618,455,5.82785457044173,"7/10/13"
499,551,5.82792137083546,"6/8/11"
497,841,5.82834145366146,"6/8/13"
885,164,5.82867037454782,"6/10/11"
231,841,5.82915936000564,"7/8/13"
230,387,5.829167344528,"7/8/10"
702,636,5.8296629716295,"6/9/13"
438,1200,5.83025931473405,"7/9/18"
436,182,5.83113821812732,"7/9/10"
618,165,5.83184279307351,"7/10/11"
230,702,5.83206746310908,"7/8/12"
701,996,5.83213627791921,"6/9/16"
702,765,5.83261889978033,"6/9/14"
781,536,5.83272845176877,"7/11/15"
435,498,5.83298884555717,"7/9/12"
498,1088,5.83363359221027,"6/8/15"
1017,1200,5.83369181767291,"5/9/18"
1017,996,5.83480843582811,"5/9/16"
549,416,5.83530477830373,"8/11/14"
1052,650,5.83605051938213,"6/11/16"
702,1103,5.83621753745114,"6/9/17"
203,885,5.83780003443805,"8/9/15"
205,347,5.83804123109632,"8/9/11"
621,1200,5.83829795489326,"7/10/20"
1049,289,5.83839777609614,"6/11/13"
1018,1101,5.83864583994842,"5/9/17"
551,291,5.83888509152029,"8/11/13"
615,317,5.83889786461152,"7/10/12"
348,289,5.83914635557195,"9/11/13"
436,636,5.83935781576816,"7/9/13"
932,603,5.84172152239824,"7/12/17"
102,96,5.84237942381512,"16/17/18"
204,498,5.84288237572414,"8/9/12"
389,453,5.84289016465473,"8/10/13"
204,636,5.84328925726013,"8/9/13"
702,390,5.84329603836394,"8/12/15"
1058,1200,5.84355985205839,"6/11/22"
553,150,5.84371971463191,"8/11/12"
885,454,5.8437355936291,"6/10/13"
932,139,5.84464537371338,"7/12/13"
702,137,5.84467730289224,"8/12/13"
387,166,5.84541374727978,"8/10/11"
779,758,5.84562150086496,"7/11/17"
1075,241,5.84584946139682,"7/13/15"
348,647,5.84658395184261,"9/11/16"
782,151,5.84745899483838,"7/11/12"
1048,537,5.84763771509205,"6/11/15"
203,766,5.8479272724814,"8/9/14"
555,536,5.8481000209956,"8/11/15"
972,118,5.84825135233358,"8/14/15"
1050,418,5.84848841008746,"6/11/14"
934,498,5.84861207074815,"7/12/16"
884,702,5.84863383719122,"6/10/15"
620,814,5.84868081197509,"7/10/16"
162,949,5.84882270717818,"10/11/19"
618,1016,5.84912857862431,"7/10/18"
640,122,5.84915820464477,"9/13/14"
182,316,5.84929443945398,"9/10/12"
782,288,5.84934799974615,"7/11/13"
702,600,5.84935079817371,"8/12/17"
183,583,5.84993120493487,"9/10/14"
436,884,5.85012638315383,"7/9/15"
435,1101,5.85111424327725,"7/9/17"
184,453,5.85113411178857,"9/10/13"
617,702,5.85128985447468,"7/10/15"
387,701,5.85139632664832,"8/10/15"
884,919,5.85194123720549,"6/10/17"
783,649,5.85216562762676,"7/11/16"
346,537,5.85225372763735,"9/11/15"
549,754,5.85249221940387,"8/11/17"
1049,1035,5.85260196353774,"6/11/20"
383,921,5.85270399529872,"8/10/17"
884,1112,5.85326115755976,"6/10/19"
1074,464,5.85351231855827,"7/13/17"
1104,668,5.85373645450961,"9/17/25"
1049,945,5.85400936082524,"6/11/19"
167,287,5.85419471650836,"10/11/13"
619,1110,5.85466793716552,"7/10/19"
784,1034,5.85472979825781,"7/11/20"
345,419,5.85474939868036,"9/11/14"
935,386,5.85503548912316,"7/12/15"
316,386,5.8551497379979,"10/12/15"
499,138,5.85522789666934,"9/12/13"
185,701,5.85546888716278,"9/10/15"
550,1122,5.85571216539861,"8/11/21"
314,139,5.85579295297607,"10/12/13"
127,1005,5.85614075311917,"13/14/25"
344,948,5.85651953492965,"9/11/19"
385,1112,5.85660143829538,"8/10/19"
767,230,5.85664024189621,"9/14/16"
346,151,5.85667328473958,"9/11/12"
935,701,5.85697842146459,"7/12/18"
840,657,5.85719411333498,"8/13/19"
146,606,5.85725081434925,"11/12/17"
348,1120,5.85737439256875,"9/11/21"
154,652,5.85747840849707,"10/11/16"
499,265,5.85756099288745,"9/12/14"
835,467,5.85766983924025,"8/13/17"
782,946,5.85802840684437,"7/11/19"
315,604,5.85821536541533,"10/12/17"
932,1128,5.85856824971866,"7/12/23"
934,884,5.85861904102938,"7/12/20"
841,129,5.8586209497993,"8/13/14"
552,1034,5.85868484574215,"8/11/20"
1049,1120,5.85880583335596,"6/11/21"
932,1049,5.85899685373311,"7/12/22"
840,248,5.85907570062105,"8/13/15"
157,544,5.85925231582336,"10/11/15"
184,814,5.85939387900024,"9/10/16"
967,529,5.85944088466842,"8/14/19"
551,854,5.85951546191684,"8/11/18"
288,127,5.85963390194805,"11/13/14"
637,248,5.86033189264142,"9/13/15"
347,754,5.86084028943423,"9/11/17"
451,250,5.86110390548915,"10/13/15"
147,264,5.86131788968959,"11/12/14"
161,859,5.86172632961481,"10/11/18"
167,417,5.8617774580925,"10/11/14"
498,795,5.86188819305166,"9/12/19"
1071,359,5.86190244738527,"7/13/16"
1070,915,5.86205572195852,"7/13/22"
498,497,5.86229262085043,"9/12/16"
497,1128,5.86263709457203,"9/12/23"
1074,564,5.86271423064475,"7/13/18"
102,191,5.86333947230305,"16/17/19"
636,359,5.86344283317057,"9/13/16"
207,92,5.86371086733611,"16/18/19"
454,125,5.86375509411744,"10/13/14"
317,794,5.86414019112902,"10/12/19"
147,387,5.86427440320362,"11/12/15"
970,334,5.86441071857719,"8/14/17"
1090,409,5.86447538908871,"8/15/19"
455,563,5.86449900452953,"10/13/18"
152,702,5.86455116560172,"11/12/18"
838,1133,5.86497898692424,"8/13/25"
500,604,5.86524051599427,"9/12/17"
293,357,5.8653018401752,"11/13/16"
1074,987,5.86530429337897,"7/13/23"
419,117,5.86555773964569,"11/14/15"
966,701,5.86557838255476,"8/14/21"
765,118,5.86572580709463,"9/14/15"
841,911,5.8657652853609,"8/13/22"
498,885,5.86577268385245,"9/12/20"
416,235,5.86606017557288,"11/14/16"
637,656,5.8660908422849,"9/13/19"
764,336,5.86618460202081,"9/14/17"
1099,1142,5.86630535730473,"9/17/33"
764,617,5.86639619439393,"9/14/20"
291,562,5.86641717760908,"11/13/18"
885,217,5.86653821173828,"9/15/17"
888,110,5.86666544335044,"9/15/16"
148,797,5.86724117798919,"11/12/19"
456,916,5.8673771606111,"10/13/22"
764,703,5.86754614081992,"9/14/21"
1087,498,5.86765431160673,"8/15/20"
1103,593,5.86769199809133,"9/17/24"
161,757,5.86770478943548,"10/11/17"
996,294,5.86786211154872,"9/16/19"
886,499,5.86793368783901,"9/15/20"
842,746,5.86797768903915,"8/13/20"
1071,1061,5.86810620947765,"7/13/24"
634,747,5.86813301874171,"9/13/20"
467,94,5.86842295404454,"13/17/18"
139,361,5.86860011024759,"12/13/16"
146,502,5.86906343851781,"11/12/16"
1087,315,5.86943913431096,"8/15/18"
1107,858,5.86974114559697,"9/17/28"
138,465,5.86978649185839,"12/13/17"
122,706,5.86979802465629,"13/14/21"
394,97,5.86999425064977,"12/15/16"
455,827,5.87020459584915,"10/13/21"
880,883,5.87042865476861,"9/15/25"
969,1002,5.87064634050805,"8/14/25"
290,831,5.87076470853996,"11/13/21"
117,872,5.87095614311204,"13/14/23"
110,417,5.87101434532941,"14/15/19"
116,786,5.87108391798833,"13/14/22"
118,951,5.87135945547085,"14/15/26"
247,1018,5.87147993672405,"13/15/27"
369,94,5.87152172624596,"13/16/17"
112,541,5.87163101583357,"15/16/22"
292,655,5.87174984051514,"11/13/19"
109,503,5.87186221602498,"14/15/20"
114,818,5.87193291326602,"14/15/24"
634,1061,5.87207651409363,"9/13/24"
121,839,5.87211221955833,"15/16/26"
1032,241,5.87215974017757,"11/20/23"
921,198,5.87218344900475,"10/17/19"
111,476,5.87224890478373,"15/16/21"
113,749,5.87231314193661,"14/15/23"
109,444,5.87243443564592,"16/17/22"
269,335,5.87247473732875,"12/14/17"
1107,363,5.87248046148994,"9/17/21"
1105,278,5.87253460772735,"9/17/20"
542,583,5.87256045057941,"11/15/21"
244,891,5.87276238326697,"13/15/25"
1107,1088,5.87276919701655,"9/17/32"
580,701,5.872962018116,"10/14/21"
255,1139,5.87303304335174,"13/15/29"
1118,237,5.87312019154568,"11/21/24"
108,323,5.87316914049997,"14/15/18"
1108,924,5.87325124907984,"9/17/29"
106,383,5.8732627836063,"15/16/20"
816,101,5.87328650410559,"10/16/17"
502,97,5.87330604102438,"12/16/17"
876,409,5.87339262785714,"9/15/19"
962,165,5.87360763688561,"12/21/23"
104,292,5.8736705199983,"15/16/19"
1119,546,5.87387308143183,"10/19/26"
1111,517,5.87394806010181,"9/17/23"
419,939,5.87410170162144,"11/14/24"
765,1005,5.87411253006,"9/14/25"
885,661,5.87429739503939,"9/15/22"
647,205,5.87452996408958,"11/16/18"
388,218,5.8746024137575,"12/15/17"
415,854,5.87460701300432,"11/14/23"
853,88,5.87469032437471,"11/18/19"
1020,703,5.87476725707055,"10/18/27"
969,1138,5.87498705561305,"8/14/27"
313,90,5.87528621059622,"15/18/19"
387,496,5.87591544577395,"12/15/20"
883,745,5.87592443829665,"9/15/23"
388,408,5.8759373337021,"12/15/19"
994,553,5.87621310212698,"9/16/22"
1120,314,5.8762445223179,"10/19/23"
1108,1042,5.87673004219739,"9/17/31"
1005,1147,5.87684312219163,"9/16/31"
419,1067,5.87711683570111,"11/14/26"
539,493,5.87713083469436,"11/15/20"
659,169,5.88018520838266,"13/19/21"
250,497,5.88173957380969,"13/15/20"
